clock,name,existTime,row,col,absc,ord,state,eat,stateCd,frzCd,icedCd,
277,Zombie2,277,4,-1,784,390,0,0,628,259,1723,
277,Zombie3,277,4,-1,797,390,0,0,662,134,1723,
277,Zombie4,277,1,-1,805,135,0,0,452,153,1723,
278,Zombie0,278,4,-1,816,390,0,0,706,221,1722,
278,Zombie1,278,1,-1,794,135,0,0,736,208,1722,
278,Zombie2,278,4,-1,784,390,0,0,628,258,1722,
278,Zombie3,278,4,-1,797,390,0,0,662,133,1722,
278,Zombie4,278,1,-1,805,135,0,0,452,152,1722,
279,Zombie0,279,4,-1,816,390,0,0,706,220,1721,
279,Zombie1,279,1,-1,794,135,0,0,736,207,1721,
279,Zombie2,279,4,-1,784,390,0,0,628,257,1721,
279,Zombie3,279,4,-1,797,390,0,0,662,132,1721,
279,Zombie4,279,1,-1,805,135,0,0,452,151,1721,
280,Zombie0,280,4,-1,816,390,0,0,706,219,1720,
280,Zombie1,280,1,-1,794,135,0,0,736,206,1720,
280,Zombie2,280,4,-1,784,390,0,0,628,256,1720,
280,Zombie3,280,4,-1,797,390,0,0,662,131,1720,
280,Zombie4,280,1,-1,805,135,0,0,452,150,1720,
281,Zombie0,281,4,-1,816,390,0,0,706,218,1719,
281,Zombie1,281,1,-1,794,135,0,0,736,205,1719,
281,Zombie2,281,4,-1,784,390,0,0,628,255,1719,
281,Zombie3,281,4,-1,797,390,0,0,662,130,1719,
281,Zombie4,281,1,-1,805,135,0,0,452,149,1719,
282,Zombie0,282,4,-1,816,390,0,0,706,217,1718,
282,Zombie1,282,1,-1,794,135,0,0,736,204,1718,
282,Zombie2,282,4,-1,784,390,0,0,628,254,1718,
282,Zombie3,282,4,-1,797,390,0,0,662,129,1718,
282,Zombie4,282,1,-1,805,135,0,0,452,148,1718,
283,Zombie0,283,4,-1,816,390,0,0,706,216,1717,
283,Zombie1,283,1,-1,794,135,0,0,736,203,1717,
283,Zombie2,283,4,-1,784,390,0,0,628,253,1717,
283,Zombie3,283,4,-1,797,390,0,0,662,128,1717,
283,Zombie4,283,1,-1,805,135,0,0,452,147,1717,
284,Zombie0,284,4,-1,816,390,0,0,706,215,1716,
284,Zombie1,284,1,-1,794,135,0,0,736,202,1716,
284,Zombie2,284,4,-1,784,390,0,0,628,252,1716,
284,Zombie3,284,4,-1,797,390,0,0,662,127,1716,
284,Zombie4,284,1,-1,805,135,0,0,452,146,1716,
285,Zombie0,285,4,-1,816,390,0,0,706,214,1715,
285,Zombie1,285,1,-1,794,135,0,0,736,201,1715,
285,Zombie2,285,4,-1,784,390,0,0,628,251,1715,
285,Zombie3,285,4,-1,797,390,0,0,662,126,1715,
285,Zombie4,285,1,-1,805,135,0,0,452,145,1715,
286,Zombie0,286,4,-1,816,390,0,0,706,213,1714,
286,Zombie1,286,1,-1,794,135,0,0,736,200,1714,
286,Zombie2,286,4,-1,784,390,0,0,628,250,1714,
286,Zombie3,286,4,-1,797,390,0,0,662,125,1714,
286,Zombie4,286,1,-1,805,135,0,0,452,144,1714,
287,Zombie0,287,4,-1,816,390,0,0,706,212,1713,
287,Zombie1,287,1,-1,794,135,0,0,736,199,1713,
287,Zombie2,287,4,-1,784,390,0,0,628,249,1713,
287,Zombie3,287,4,-1,797,390,0,0,662,124,1713,
287,Zombie4,287,1,-1,805,135,0,0,452,143,1713,
288,Zombie0,288,4,-1,816,390,0,0,706,211,1712,
288,Zombie1,288,1,-1,794,135,0,0,736,198,1712,
288,Zombie2,288,4,-1,784,390,0,0,628,248,1712,
288,Zombie3,288,4,-1,797,390,0,0,662,123,1712,
288,Zombie4,288,1,-1,805,135,0,0,452,142,1712,
289,Zombie0,289,4,-1,816,390,0,0,706,210,1711,
289,Zombie1,289,1,-1,794,135,0,0,736,197,1711,
289,Zombie2,289,4,-1,784,390,0,0,628,247,1711,
289,Zombie3,289,4,-1,797,390,0,0,662,122,1711,
289,Zombie4,289,1,-1,805,135,0,0,452,141,1711,
290,Zombie0,290,4,-1,816,390,0,0,706,209,1710,
290,Zombie1,290,1,-1,794,135,0,0,736,196,1710,
290,Zombie2,290,4,-1,784,390,0,0,628,246,1710,
290,Zombie3,290,4,-1,797,390,0,0,662,121,1710,
290,Zombie4,290,1,-1,805,135,0,0,452,140,1710,
291,Zombie0,291,4,-1,816,390,0,0,706,208,1709,
291,Zombie1,291,1,-1,794,135,0,0,736,195,1709,
291,Zombie2,291,4,-1,784,390,0,0,628,245,1709,
291,Zombie3,291,4,-1,797,390,0,0,662,120,1709,
291,Zombie4,291,1,-1,805,135,0,0,452,139,1709,
292,Zombie0,292,4,-1,816,390,0,0,706,207,1708,
292,Zombie1,292,1,-1,794,135,0,0,736,194,1708,
292,Zombie2,292,4,-1,784,390,0,0,628,244,1708,
292,Zombie3,292,4,-1,797,390,0,0,662,119,1708,
292,Zombie4,292,1,-1,805,135,0,0,452,138,1708,
293,Zombie0,293,4,-1,816,390,0,0,706,206,1707,
293,Zombie1,293,1,-1,794,135,0,0,736,193,1707,
293,Zombie2,293,4,-1,784,390,0,0,628,243,1707,
293,Zombie3,293,4,-1,797,390,0,0,662,118,1707,
293,Zombie4,293,1,-1,805,135,0,0,452,137,1707,
294,Zombie0,294,4,-1,816,390,0,0,706,205,1706,
294,Zombie1,294,1,-1,794,135,0,0,736,192,1706,
294,Zombie2,294,4,-1,784,390,0,0,628,242,1706,
294,Zombie3,294,4,-1,797,390,0,0,662,117,1706,
294,Zombie4,294,1,-1,805,135,0,0,452,136,1706,
295,Zombie0,295,4,-1,816,390,0,0,706,204,1705,
295,Zombie1,295,1,-1,794,135,0,0,736,191,1705,
295,Zombie2,295,4,-1,784,390,0,0,628,241,1705,
295,Zombie3,295,4,-1,797,390,0,0,662,116,1705,
295,Zombie4,295,1,-1,805,135,0,0,452,135,1705,
296,Zombie0,296,4,-1,816,390,0,0,706,203,1704,
296,Zombie1,296,1,-1,794,135,0,0,736,190,1704,
296,Zombie2,296,4,-1,784,390,0,0,628,240,1704,
296,Zombie3,296,4,-1,797,390,0,0,662,115,1704,
296,Zombie4,296,1,-1,805,135,0,0,452,134,1704,
297,Zombie0,297,4,-1,816,390,0,0,706,202,1703,
297,Zombie1,297,1,-1,794,135,0,0,736,189,1703,
297,Zombie2,297,4,-1,784,390,0,0,628,239,1703,
297,Zombie3,297,4,-1,797,390,0,0,662,114,1703,
297,Zombie4,297,1,-1,805,135,0,0,452,133,1703,
298,Zombie0,298,4,-1,816,390,0,0,706,201,1702,
298,Zombie1,298,1,-1,794,135,0,0,736,188,1702,
298,Zombie2,298,4,-1,784,390,0,0,628,238,1702,
298,Zombie3,298,4,-1,797,390,0,0,662,113,1702,
298,Zombie4,298,1,-1,805,135,0,0,452,132,1702,
299,Zombie0,299,4,-1,816,390,0,0,706,200,1701,
299,Zombie1,299,1,-1,794,135,0,0,736,187,1701,
299,Zombie2,299,4,-1,784,390,0,0,628,237,1701,
299,Zombie3,299,4,-1,797,390,0,0,662,112,1701,
299,Zombie4,299,1,-1,805,135,0,0,452,131,1701,
300,Zombie0,300,4,-1,816,390,0,0,706,199,1700,
300,Zombie1,300,1,-1,794,135,0,0,736,186,1700,
300,Zombie2,300,4,-1,784,390,0,0,628,236,1700,
300,Zombie3,300,4,-1,797,390,0,0,662,111,1700,
300,Zombie4,300,1,-1,805,135,0,0,452,130,1700,
301,Zombie0,301,4,-1,816,390,0,0,706,198,1699,
301,Zombie1,301,1,-1,794,135,0,0,736,185,1699,
301,Zombie2,301,4,-1,784,390,0,0,628,235,1699,
301,Zombie3,301,4,-1,797,390,0,0,662,110,1699,
301,Zombie4,301,1,-1,805,135,0,0,452,129,1699,
302,Zombie0,302,4,-1,816,390,0,0,706,197,1698,
302,Zombie1,302,1,-1,794,135,0,0,736,184,1698,
302,Zombie2,302,4,-1,784,390,0,0,628,234,1698,
302,Zombie3,302,4,-1,797,390,0,0,662,109,1698,
302,Zombie4,302,1,-1,805,135,0,0,452,128,1698,
303,Zombie0,303,4,-1,816,390,0,0,706,196,1697,
303,Zombie1,303,1,-1,794,135,0,0,736,183,1697,
303,Zombie2,303,4,-1,784,390,0,0,628,233,1697,
303,Zombie3,303,4,-1,797,390,0,0,662,108,1697,
303,Zombie4,303,1,-1,805,135,0,0,452,127,1697,
304,Zombie0,304,4,-1,816,390,0,0,706,195,1696,
304,Zombie1,304,1,-1,794,135,0,0,736,182,1696,
304,Zombie2,304,4,-1,784,390,0,0,628,232,1696,
304,Zombie3,304,4,-1,797,390,0,0,662,107,1696,
304,Zombie4,304,1,-1,805,135,0,0,452,126,1696,
305,Zombie0,305,4,-1,816,390,0,0,706,194,1695,
305,Zombie1,305,1,-1,794,135,0,0,736,181,1695,
305,Zombie2,305,4,-1,784,390,0,0,628,231,1695,
305,Zombie3,305,4,-1,797,390,0,0,662,106,1695,
305,Zombie4,305,1,-1,805,135,0,0,452,125,1695,
306,Zombie0,306,4,-1,816,390,0,0,706,193,1694,
306,Zombie1,306,1,-1,794,135,0,0,736,180,1694,
306,Zombie2,306,4,-1,784,390,0,0,628,230,1694,
306,Zombie3,306,4,-1,797,390,0,0,662,105,1694,
306,Zombie4,306,1,-1,805,135,0,0,452,124,1694,
307,Zombie0,307,4,-1,816,390,0,0,706,192,1693,
307,Zombie1,307,1,-1,794,135,0,0,736,179,1693,
307,Zombie2,307,4,-1,784,390,0,0,628,229,1693,
307,Zombie3,307,4,-1,797,390,0,0,662,104,1693,
307,Zombie4,307,1,-1,805,135,0,0,452,123,1693,
308,Zombie0,308,4,-1,816,390,0,0,706,191,1692,
308,Zombie1,308,1,-1,794,135,0,0,736,178,1692,
308,Zombie2,308,4,-1,784,390,0,0,628,228,1692,
308,Zombie3,308,4,-1,797,390,0,0,662,103,1692,
308,Zombie4,308,1,-1,805,135,0,0,452,122,1692,
309,Zombie0,309,4,-1,816,390,0,0,706,190,1691,
309,Zombie1,309,1,-1,794,135,0,0,736,177,1691,
309,Zombie2,309,4,-1,784,390,0,0,628,227,1691,
309,Zombie3,309,4,-1,797,390,0,0,662,102,1691,
309,Zombie4,309,1,-1,805,135,0,0,452,121,1691,
310,Zombie0,310,4,-1,816,390,0,0,706,189,1690,
310,Zombie1,310,1,-1,794,135,0,0,736,176,1690,
310,Zombie2,310,4,-1,784,390,0,0,628,226,1690,
310,Zombie3,310,4,-1,797,390,0,0,662,101,1690,
310,Zombie4,310,1,-1,805,135,0,0,452,120,1690,
311,Zombie0,311,4,-1,816,390,0,0,706,188,1689,
311,Zombie1,311,1,-1,794,135,0,0,736,175,1689,
311,Zombie2,311,4,-1,784,390,0,0,628,225,1689,
311,Zombie3,311,4,-1,797,390,0,0,662,100,1689,
311,Zombie4,311,1,-1,805,135,0,0,452,119,1689,
312,Zombie0,312,4,-1,816,390,0,0,706,187,1688,
312,Zombie1,312,1,-1,794,135,0,0,736,174,1688,
312,Zombie2,312,4,-1,784,390,0,0,628,224,1688,
312,Zombie3,312,4,-1,797,390,0,0,662,99,1688,
312,Zombie4,312,1,-1,805,135,0,0,452,118,1688,
313,Zombie0,313,4,-1,816,390,0,0,706,186,1687,
313,Zombie1,313,1,-1,794,135,0,0,736,173,1687,
313,Zombie2,313,4,-1,784,390,0,0,628,223,1687,
313,Zombie3,313,4,-1,797,390,0,0,662,98,1687,
313,Zombie4,313,1,-1,805,135,0,0,452,117,1687,
314,Zombie0,314,4,-1,816,390,0,0,706,185,1686,
314,Zombie1,314,1,-1,794,135,0,0,736,172,1686,
314,Zombie2,314,4,-1,784,390,0,0,628,222,1686,
314,Zombie3,314,4,-1,797,390,0,0,662,97,1686,
314,Zombie4,314,1,-1,805,135,0,0,452,116,1686,
315,Zombie0,315,4,-1,816,390,0,0,706,184,1685,
315,Zombie1,315,1,-1,794,135,0,0,736,171,1685,
315,Zombie2,315,4,-1,784,390,0,0,628,221,1685,
315,Zombie3,315,4,-1,797,390,0,0,662,96,1685,
315,Zombie4,315,1,-1,805,135,0,0,452,115,1685,
316,Zombie0,316,4,-1,816,390,0,0,706,183,1684,
316,Zombie1,316,1,-1,794,135,0,0,736,170,1684,
316,Zombie2,316,4,-1,784,390,0,0,628,220,1684,
316,Zombie3,316,4,-1,797,390,0,0,662,95,1684,
316,Zombie4,316,1,-1,805,135,0,0,452,114,1684,
317,Zombie0,317,4,-1,816,390,0,0,706,182,1683,
317,Zombie1,317,1,-1,794,135,0,0,736,169,1683,
317,Zombie2,317,4,-1,784,390,0,0,628,219,1683,
317,Zombie3,317,4,-1,797,390,0,0,662,94,1683,
317,Zombie4,317,1,-1,805,135,0,0,452,113,1683,
318,Zombie0,318,4,-1,816,390,0,0,706,181,1682,
318,Zombie1,318,1,-1,794,135,0,0,736,168,1682,
318,Zombie2,318,4,-1,784,390,0,0,628,218,1682,
318,Zombie3,318,4,-1,797,390,0,0,662,93,1682,
318,Zombie4,318,1,-1,805,135,0,0,452,112,1682,
319,Zombie0,319,4,-1,816,390,0,0,706,180,1681,
319,Zombie1,319,1,-1,794,135,0,0,736,167,1681,
319,Zombie2,319,4,-1,784,390,0,0,628,217,1681,
319,Zombie3,319,4,-1,797,390,0,0,662,92,1681,
319,Zombie4,319,1,-1,805,135,0,0,452,111,1681,
320,Zombie0,320,4,-1,816,390,0,0,706,179,1680,
320,Zombie1,320,1,-1,794,135,0,0,736,166,1680,
320,Zombie2,320,4,-1,784,390,0,0,628,216,1680,
320,Zombie3,320,4,-1,797,390,0,0,662,91,1680,
320,Zombie4,320,1,-1,805,135,0,0,452,110,1680,
321,Zombie0,321,4,-1,816,390,0,0,706,178,1679,
321,Zombie1,321,1,-1,794,135,0,0,736,165,1679,
321,Zombie2,321,4,-1,784,390,0,0,628,215,1679,
321,Zombie3,321,4,-1,797,390,0,0,662,90,1679,
321,Zombie4,321,1,-1,805,135,0,0,452,109,1679,
322,Zombie0,322,4,-1,816,390,0,0,706,177,1678,
322,Zombie1,322,1,-1,794,135,0,0,736,164,1678,
322,Zombie2,322,4,-1,784,390,0,0,628,214,1678,
322,Zombie3,322,4,-1,797,390,0,0,662,89,1678,
322,Zombie4,322,1,-1,805,135,0,0,452,108,1678,
323,Zombie0,323,4,-1,816,390,0,0,706,176,1677,
323,Zombie1,323,1,-1,794,135,0,0,736,163,1677,
323,Zombie2,323,4,-1,784,390,0,0,628,213,1677,
323,Zombie3,323,4,-1,797,390,0,0,662,88,1677,
323,Zombie4,323,1,-1,805,135,0,0,452,107,1677,
324,Zombie0,324,4,-1,816,390,0,0,706,175,1676,
324,Zombie1,324,1,-1,794,135,0,0,736,162,1676,
324,Zombie2,324,4,-1,784,390,0,0,628,212,1676,
324,Zombie3,324,4,-1,797,390,0,0,662,87,1676,
324,Zombie4,324,1,-1,805,135,0,0,452,106,1676,
325,Zombie0,325,4,-1,816,390,0,0,706,174,1675,
325,Zombie1,325,1,-1,794,135,0,0,736,161,1675,
325,Zombie2,325,4,-1,784,390,0,0,628,211,1675,
325,Zombie3,325,4,-1,797,390,0,0,662,86,1675,
325,Zombie4,325,1,-1,805,135,0,0,452,105,1675,
326,Zombie0,326,4,-1,816,390,0,0,706,173,1674,
326,Zombie1,326,1,-1,794,135,0,0,736,160,1674,
326,Zombie2,326,4,-1,784,390,0,0,628,210,1674,
326,Zombie3,326,4,-1,797,390,0,0,662,85,1674,
326,Zombie4,326,1,-1,805,135,0,0,452,104,1674,
327,Zombie0,327,4,-1,816,390,0,0,706,172,1673,
327,Zombie1,327,1,-1,794,135,0,0,736,159,1673,
327,Zombie2,327,4,-1,784,390,0,0,628,209,1673,
327,Zombie3,327,4,-1,797,390,0,0,662,84,1673,
327,Zombie4,327,1,-1,805,135,0,0,452,103,1673,
328,Zombie0,328,4,-1,816,390,0,0,706,171,1672,
328,Zombie1,328,1,-1,794,135,0,0,736,158,1672,
328,Zombie2,328,4,-1,784,390,0,0,628,208,1672,
328,Zombie3,328,4,-1,797,390,0,0,662,83,1672,
328,Zombie4,328,1,-1,805,135,0,0,452,102,1672,
329,Zombie0,329,4,-1,816,390,0,0,706,170,1671,
329,Zombie1,329,1,-1,794,135,0,0,736,157,1671,
329,Zombie2,329,4,-1,784,390,0,0,628,207,1671,
329,Zombie3,329,4,-1,797,390,0,0,662,82,1671,
329,Zombie4,329,1,-1,805,135,0,0,452,101,1671,
330,Zombie0,330,4,-1,816,390,0,0,706,169,1670,
330,Zombie1,330,1,-1,794,135,0,0,736,156,1670,
330,Zombie2,330,4,-1,784,390,0,0,628,206,1670,
330,Zombie3,330,4,-1,797,390,0,0,662,81,1670,
330,Zombie4,330,1,-1,805,135,0,0,452,100,1670,
331,Zombie0,331,4,-1,816,390,0,0,706,168,1669,
331,Zombie1,331,1,-1,794,135,0,0,736,155,1669,
331,Zombie2,331,4,-1,784,390,0,0,628,205,1669,
331,Zombie3,331,4,-1,797,390,0,0,662,80,1669,
331,Zombie4,331,1,-1,805,135,0,0,452,99,1669,
332,Zombie0,332,4,-1,816,390,0,0,706,167,1668,
332,Zombie1,332,1,-1,794,135,0,0,736,154,1668,
332,Zombie2,332,4,-1,784,390,0,0,628,204,1668,
332,Zombie3,332,4,-1,797,390,0,0,662,79,1668,
332,Zombie4,332,1,-1,805,135,0,0,452,98,1668,
333,Zombie0,333,4,-1,816,390,0,0,706,166,1667,
333,Zombie1,333,1,-1,794,135,0,0,736,153,1667,
333,Zombie2,333,4,-1,784,390,0,0,628,203,1667,
333,Zombie3,333,4,-1,797,390,0,0,662,78,1667,
333,Zombie4,333,1,-1,805,135,0,0,452,97,1667,
334,Zombie0,334,4,-1,816,390,0,0,706,165,1666,
334,Zombie1,334,1,-1,794,135,0,0,736,152,1666,
334,Zombie2,334,4,-1,784,390,0,0,628,202,1666,
334,Zombie3,334,4,-1,797,390,0,0,662,77,1666,
334,Zombie4,334,1,-1,805,135,0,0,452,96,1666,
335,Zombie0,335,4,-1,816,390,0,0,706,164,1665,
335,Zombie1,335,1,-1,794,135,0,0,736,151,1665,
335,Zombie2,335,4,-1,784,390,0,0,628,201,1665,
335,Zombie3,335,4,-1,797,390,0,0,662,76,1665,
335,Zombie4,335,1,-1,805,135,0,0,452,95,1665,
336,Zombie0,336,4,-1,816,390,0,0,706,163,1664,
336,Zombie1,336,1,-1,794,135,0,0,736,150,1664,
336,Zombie2,336,4,-1,784,390,0,0,628,200,1664,
336,Zombie3,336,4,-1,797,390,0,0,662,75,1664,
336,Zombie4,336,1,-1,805,135,0,0,452,94,1664,
337,Zombie0,337,4,-1,816,390,0,0,706,162,1663,
337,Zombie1,337,1,-1,794,135,0,0,736,149,1663,
337,Zombie2,337,4,-1,784,390,0,0,628,199,1663,
337,Zombie3,337,4,-1,797,390,0,0,662,74,1663,
337,Zombie4,337,1,-1,805,135,0,0,452,93,1663,
338,Zombie0,338,4,-1,816,390,0,0,706,161,1662,
338,Zombie1,338,1,-1,794,135,0,0,736,148,1662,
338,Zombie2,338,4,-1,784,390,0,0,628,198,1662,
338,Zombie3,338,4,-1,797,390,0,0,662,73,1662,
338,Zombie4,338,1,-1,805,135,0,0,452,92,1662,
339,Zombie0,339,4,-1,816,390,0,0,706,160,1661,
339,Zombie1,339,1,-1,794,135,0,0,736,147,1661,
339,Zombie2,339,4,-1,784,390,0,0,628,197,1661,
339,Zombie3,339,4,-1,797,390,0,0,662,72,1661,
339,Zombie4,339,1,-1,805,135,0,0,452,91,1661,
340,Zombie0,340,4,-1,816,390,0,0,706,159,1660,
340,Zombie1,340,1,-1,794,135,0,0,736,146,1660,
340,Zombie2,340,4,-1,784,390,0,0,628,196,1660,
340,Zombie3,340,4,-1,797,390,0,0,662,71,1660,
340,Zombie4,340,1,-1,805,135,0,0,452,90,1660,
341,Zombie0,341,4,-1,816,390,0,0,706,158,1659,
341,Zombie1,341,1,-1,794,135,0,0,736,145,1659,
341,Zombie2,341,4,-1,784,390,0,0,628,195,1659,
341,Zombie3,341,4,-1,797,390,0,0,662,70,1659,
341,Zombie4,341,1,-1,805,135,0,0,452,89,1659,
342,Zombie0,342,4,-1,816,390,0,0,706,157,1658,
342,Zombie1,342,1,-1,794,135,0,0,736,144,1658,
342,Zombie2,342,4,-1,784,390,0,0,628,194,1658,
342,Zombie3,342,4,-1,797,390,0,0,662,69,1658,
342,Zombie4,342,1,-1,805,135,0,0,452,88,1658,
343,Zombie0,343,4,-1,816,390,0,0,706,156,1657,
343,Zombie1,343,1,-1,794,135,0,0,736,143,1657,
343,Zombie2,343,4,-1,784,390,0,0,628,193,1657,
343,Zombie3,343,4,-1,797,390,0,0,662,68,1657,
343,Zombie4,343,1,-1,805,135,0,0,452,87,1657,
344,Zombie0,344,4,-1,816,390,0,0,706,155,1656,
344,Zombie1,344,1,-1,794,135,0,0,736,142,1656,
344,Zombie2,344,4,-1,784,390,0,0,628,192,1656,
344,Zombie3,344,4,-1,797,390,0,0,662,67,1656,
344,Zombie4,344,1,-1,805,135,0,0,452,86,1656,
345,Zombie0,345,4,-1,816,390,0,0,706,154,1655,
345,Zombie1,345,1,-1,794,135,0,0,736,141,1655,
345,Zombie2,345,4,-1,784,390,0,0,628,191,1655,
345,Zombie3,345,4,-1,797,390,0,0,662,66,1655,
345,Zombie4,345,1,-1,805,135,0,0,452,85,1655,
346,Zombie0,346,4,-1,816,390,0,0,706,153,1654,
346,Zombie1,346,1,-1,794,135,0,0,736,140,1654,
346,Zombie2,346,4,-1,784,390,0,0,628,190,1654,
346,Zombie3,346,4,-1,797,390,0,0,662,65,1654,
346,Zombie4,346,1,-1,805,135,0,0,452,84,1654,
347,Zombie0,347,4,-1,816,390,0,0,706,152,1653,
347,Zombie1,347,1,-1,794,135,0,0,736,139,1653,
347,Zombie2,347,4,-1,784,390,0,0,628,189,1653,
347,Zombie3,347,4,-1,797,390,0,0,662,64,1653,
347,Zombie4,347,1,-1,805,135,0,0,452,83,1653,
348,Zombie0,348,4,-1,816,390,0,0,706,151,1652,
348,Zombie1,348,1,-1,794,135,0,0,736,138,1652,
348,Zombie2,348,4,-1,784,390,0,0,628,188,1652,
348,Zombie3,348,4,-1,797,390,0,0,662,63,1652,
348,Zombie4,348,1,-1,805,135,0,0,452,82,1652,
349,Zombie0,349,4,-1,816,390,0,0,706,150,1651,
349,Zombie1,349,1,-1,794,135,0,0,736,137,1651,
349,Zombie2,349,4,-1,784,390,0,0,628,187,1651,
349,Zombie3,349,4,-1,797,390,0,0,662,62,1651,
349,Zombie4,349,1,-1,805,135,0,0,452,81,1651,
350,Zombie0,350,4,-1,816,390,0,0,706,149,1650,
350,Zombie1,350,1,-1,794,135,0,0,736,136,1650,
350,Zombie2,350,4,-1,784,390,0,0,628,186,1650,
350,Zombie3,350,4,-1,797,390,0,0,662,61,1650,
350,Zombie4,350,1,-1,805,135,0,0,452,80,1650,
351,Zombie0,351,4,-1,816,390,0,0,706,148,1649,
351,Zombie1,351,1,-1,794,135,0,0,736,135,1649,
351,Zombie2,351,4,-1,784,390,0,0,628,185,1649,
351,Zombie3,351,4,-1,797,390,0,0,662,60,1649,
351,Zombie4,351,1,-1,805,135,0,0,452,79,1649,
352,Zombie0,352,4,-1,816,390,0,0,706,147,1648,
352,Zombie1,352,1,-1,794,135,0,0,736,134,1648,
352,Zombie2,352,4,-1,784,390,0,0,628,184,1648,
352,Zombie3,352,4,-1,797,390,0,0,662,59,1648,
352,Zombie4,352,1,-1,805,135,0,0,452,78,1648,
353,Zombie0,353,4,-1,816,390,0,0,706,146,1647,
353,Zombie1,353,1,-1,794,135,0,0,736,133,1647,
353,Zombie2,353,4,-1,784,390,0,0,628,183,1647,
353,Zombie3,353,4,-1,797,390,0,0,662,58,1647,
353,Zombie4,353,1,-1,805,135,0,0,452,77,1647,
354,Zombie0,354,4,-1,816,390,0,0,706,145,1646,
354,Zombie1,354,1,-1,794,135,0,0,736,132,1646,
354,Zombie2,354,4,-1,784,390,0,0,628,182,1646,
354,Zombie3,354,4,-1,797,390,0,0,662,57,1646,
354,Zombie4,354,1,-1,805,135,0,0,452,76,1646,
355,Zombie0,355,4,-1,816,390,0,0,706,144,1645,
355,Zombie1,355,1,-1,794,135,0,0,736,131,1645,
355,Zombie2,355,4,-1,784,390,0,0,628,181,1645,
355,Zombie3,355,4,-1,797,390,0,0,662,56,1645,
355,Zombie4,355,1,-1,805,135,0,0,452,75,1645,
356,Zombie0,356,4,-1,816,390,0,0,706,143,1644,
356,Zombie1,356,1,-1,794,135,0,0,736,130,1644,
356,Zombie2,356,4,-1,784,390,0,0,628,180,1644,
356,Zombie3,356,4,-1,797,390,0,0,662,55,1644,
356,Zombie4,356,1,-1,805,135,0,0,452,74,1644,
357,Zombie0,357,4,-1,816,390,0,0,706,142,1643,
357,Zombie1,357,1,-1,794,135,0,0,736,129,1643,
357,Zombie2,357,4,-1,784,390,0,0,628,179,1643,
357,Zombie3,357,4,-1,797,390,0,0,662,54,1643,
357,Zombie4,357,1,-1,805,135,0,0,452,73,1643,
358,Zombie0,358,4,-1,816,390,0,0,706,141,1642,
358,Zombie1,358,1,-1,794,135,0,0,736,128,1642,
358,Zombie2,358,4,-1,784,390,0,0,628,178,1642,
358,Zombie3,358,4,-1,797,390,0,0,662,53,1642,
358,Zombie4,358,1,-1,805,135,0,0,452,72,1642,
359,Zombie0,359,4,-1,816,390,0,0,706,140,1641,
359,Zombie1,359,1,-1,794,135,0,0,736,127,1641,
359,Zombie2,359,4,-1,784,390,0,0,628,177,1641,
359,Zombie3,359,4,-1,797,390,0,0,662,52,1641,
359,Zombie4,359,1,-1,805,135,0,0,452,71,1641,
360,Zombie0,360,4,-1,816,390,0,0,706,139,1640,
360,Zombie1,360,1,-1,794,135,0,0,736,126,1640,
360,Zombie2,360,4,-1,784,390,0,0,628,176,1640,
360,Zombie3,360,4,-1,797,390,0,0,662,51,1640,
360,Zombie4,360,1,-1,805,135,0,0,452,70,1640,
361,Zombie0,361,4,-1,816,390,0,0,706,138,1639,
361,Zombie1,361,1,-1,794,135,0,0,736,125,1639,
361,Zombie2,361,4,-1,784,390,0,0,628,175,1639,
361,Zombie3,361,4,-1,797,390,0,0,662,50,1639,
361,Zombie4,361,1,-1,805,135,0,0,452,69,1639,
362,Zombie0,362,4,-1,816,390,0,0,706,137,1638,
362,Zombie1,362,1,-1,794,135,0,0,736,124,1638,
362,Zombie2,362,4,-1,784,390,0,0,628,174,1638,
362,Zombie3,362,4,-1,797,390,0,0,662,49,1638,
362,Zombie4,362,1,-1,805,135,0,0,452,68,1638,
363,Zombie0,363,4,-1,816,390,0,0,706,136,1637,
363,Zombie1,363,1,-1,794,135,0,0,736,123,1637,
363,Zombie2,363,4,-1,784,390,0,0,628,173,1637,
363,Zombie3,363,4,-1,797,390,0,0,662,48,1637,
363,Zombie4,363,1,-1,805,135,0,0,452,67,1637,
364,Zombie0,364,4,-1,816,390,0,0,706,135,1636,
364,Zombie1,364,1,-1,794,135,0,0,736,122,1636,
364,Zombie2,364,4,-1,784,390,0,0,628,172,1636,
364,Zombie3,364,4,-1,797,390,0,0,662,47,1636,
364,Zombie4,364,1,-1,805,135,0,0,452,66,1636,
365,Zombie0,365,4,-1,816,390,0,0,706,134,1635,
365,Zombie1,365,1,-1,794,135,0,0,736,121,1635,
365,Zombie2,365,4,-1,784,390,0,0,628,171,1635,
365,Zombie3,365,4,-1,797,390,0,0,662,46,1635,
365,Zombie4,365,1,-1,805,135,0,0,452,65,1635,
366,Zombie0,366,4,-1,816,390,0,0,706,133,1634,
366,Zombie1,366,1,-1,794,135,0,0,736,120,1634,
366,Zombie2,366,4,-1,784,390,0,0,628,170,1634,
366,Zombie3,366,4,-1,797,390,0,0,662,45,1634,
366,Zombie4,366,1,-1,805,135,0,0,452,64,1634,
367,Zombie0,367,4,-1,816,390,0,0,706,132,1633,
367,Zombie1,367,1,-1,794,135,0,0,736,119,1633,
